Sta CD Member Elected PVI Rank Winner Margin McCain Obama Cong Winner Margin Bush Kerry
AL 1 BONNER* (R) R+14 58 McCain (23) 61 39 BUSH (30) 65 35
AL 2 ROBY* (R) R+18 27 McCain (30) 65 35 BUSH (37) 69 31
AL 3 ROGERS* (R) R+15 49 McCain (26) 63 37 BUSH (29) 64 36
AL 4 ADERHOLT* (R) R+23 12 McCain (48) 74 26 BUSH (37) 69 31
AL 5 BROOKS* (R) R+14 62 McCain (27) 63 37 BUSH (24) 62 38
AL 6 BACHUS* (R) R+28 3 McCain (49) 75 25 BUSH (56) 78 22
AL 7 SEWELL* (D) D+17 369 Obama (44) 28 72 Kerry (30) 35 65
AK AL YOUNG* (R) R+13 70 McCain (22) 61 39 BUSH (27) 63 37
AZ 1 Kirkpatrick (D) vs. Paton (R) R+ 3 211 McCain (3) 52 48 MO BUSH (2)# 51 49
AZ 2 BARBER* (D) R+ 2 220 McCain (1)# 50 50 MD BUSH (1)# 50 50
AZ 3 GRIJALVA* (D) D+ 7 293 Obama (18) 41 59 Kerry (13) 43 57
AZ 4 GOSAR* (R) R+16 40 McCain (30) 65 35 BUSH (28) 64 36
AZ 5 Morgan (D) vs. Salmon (R) R+16 41 McCain (27) 63 37 MO BUSH (32) 66 34
AZ 6 SCHWEIKERT* (R) R+10 109 McCain (17) 58 42 BUSH (19) 60 40
AZ 7 PASTOR* (D) D+12 336 Obama (31) 35 65 Kerry (22) 39 61
AZ 8 FRANKS* (R) R+13 74 McCain (22) 61 39 BUSH (24) 62 38
AZ 9 Sinema (D) vs. Parker (R) R+ 1 231 Obama (4) 48 52 OO BUSH (2)# 51 49
AR 1 CRAWFORD* (R) R+ 7 148 McCain (19) 60 40 BUSH (3) 52 48
AR 2 GRIFFIN* (R) R+ 5 188 McCain (10) 55 45 BUSH (4) 52 48
AR 3 WOMACK* (R) R+16 42 McCain (31) 65 35 BUSH (27) 63 37
AR 4 Jeffress (D) vs. Cotton (R) R+ 9 126 McCain (23) 62 38 MO BUSH (8) 54 46
CA 1 Reed (D) vs. La Malfa (R) R+10 112 McCain (12) 56 44 MO BUSH (24) 62 38
CA 2 Huffman (D) vs. Roberts (R) D+19 378 Obama (47) 26 74 OO Kerry (36) 32 68
CA 3 GARAMENDI* (D) D+ 1 244 Obama (13) 44 56 BUSH (4) 52 48
CA 4 MCCLINTOCK* (R) R+10 107 McCain (12) 56 44 BUSH (25) 62 38
CA 5 THOMPSON* (D) D+18 374 Obama (45) 28 72 Kerry (33) 33 67
CA 6 MATSUI* (D) D+13 344 Obama (39) 30 70 Kerry (18) 41 59
CA 7 LUNGREN* (R) R+ 3 207 Obama (6) 47 53 OR BUSH (12) 56 44
CA 8 Cook (TTR) vs. Imus (TTR) R+12 87 McCain (14) 57 43 MO BUSH (29) 65 35
CA 9 MCNERNEY* (D) D+ 2 249 Obama (16) 42 58 BUSH (2)# 51 49
CA 10 DENHAM* (R) R+ 5 187 Obama (3) 49 51 OR BUSH (16) 58 42
